29 0.45892
11 3.09788
63 0.640948
14 1.75494
45 1.19213
30 0.950043
15 2.59383
5 3.58807
18 1.4365
96 0.264668
24 0.613763
17 1.93212
65 0.748126
41 2.45558
28 0.752388
40 0.399624
42 0.32704
4 5.06534
57 0.526079
20 0.818578
3 6.42459
73 1.32639
22 0.847234
31 0.686603
21 2.39669
16 0.977164
93 0.386939
2 9.03263
10 0.923162
71 0.316109
1 8.53346
32 0.364477
19 1.17623
0 49.6864
66 0.258235
91 0.396525
12 4.37417
6 4.02841
43 1.91871
26 0.733345
54 0.204378
55 3.26756
59 0.263743
33 2.44669
37 1.03851
56 0.205049
8 3.23651
7 3.10226
29 0.448083
11 2.7393
14 2.03892
45 0.698928
30 0.656003
15 1.60818
5 4.81406
18 1.38327
24 0.661488
65 0.427198
40 1.07562
27 3.68516
42 0.221278
4 5.01854
20 1.3563
3 4.81081
58 0.49341
35 1.97484
50 0.672589
31 0.861409
21 0.993411
16 1.48133
72 1.3666
48 0.239782
60 0.295816
13 3.03422
53 3.56597
79 0.222691
2 7.61837
10 2.90453
1 7.9636
32 2.46166
61 1.8
0 54.1326
12 1.01733
43 1.11784
26 0.253399
36 0.705256
23 0.705523
9 2.63592
37 0.482228
75 0.565185
101 0.193036
56 0.216415
7 3.2648
11 2.51043
51 0.339604
85 0.264792
14 1.64924
45 0.588659
34 1.04667
15 0.266108
5 4.29835
18 1.60599
24 0.598559
89 0.195566
65 0.425763
77 1.15719
28 0.801497
46 4.90346
4 1.67145
67 0.427268
20 0.85212
3 6.6703
22 1.86077
50 0.476805
31 1.164
21 0.875171
16 1.34501
48 1.08052
60 0.690979
86 0.526409
25 3.30743
2 7.87877
10 3.10647
47 1.19327
39 1.50415
1 8.93206
19 1.077
61 0.217931
0 52.7425
78 0.184829
66 0.574179
12 1.65982
43 0.292274
26 1.6051
36 0.41343
23 1.00208
9 3.95133
37 0.406552
56 0.273066
70 0.299446
8 5.03944
7 4.05602
29 0.320952
11 1.2919
51 0.856968
14 1.43127
34 0.372279
30 0.904382
15 2.61517
18 0.159986
24 4.96292
104 0.173537
74 0.173886
65 0.259788
49 0.409365
28 1.41662
88 0.455474
64 2.12633
40 1.04456
4 1.83947
57 2.09301
20 1.5901
3 6.22858
35 2.45934
90 0.214053
50 0.700938
31 0.49174
21 0.53607
60 0.235321
13 3.87831
25 2.01197
68 0.465421
2 4.7958
10 1.73962
1 8.25195
19 1.56709
0 55.7081
66 0.196276
12 1.92638
6 0.599462
26 0.606809
103 0.185599
59 0.87612
23 1.88745
9 4.10086
33 3.25121
37 0.465193
56 0.199564
38 5.0662
8 0.173098
62 2.61259
7 3.84736
29 4.18413
11 2.82353
51 0.498449
14 1.55479
45 0.931401
34 0.969226
30 1.09372
15 1.72503
5 3.54069
18 2.57835
24 0.551614
41 3.03027
28 0.904183
80 0.338878
40 1.53647
27 4.03733
4 4.98198
57 0.580681
20 2.19976
3 6.32224
22 1.89841
58 2.5773
50 0.330862
31 0.979275
21 0.987507
16 1.818
48 0.215953
60 0.226403
79 0.274388
82 0.632434
68 0.215981
2 8.90174
10 2.94884
71 0.238989
39 1.08481
1 9.07823
32 1.0124
19 1.50296
0 48.6519
12 1.34743
6 3.77753
43 0.641354
26 0.746939
54 0.734524
36 0.431035
23 0.34688
33 0.264953
37 0.686129
56 0.240982
38 0.206529
8 0.929369
7 1.02734
29 0.274435
11 2.90831
51 0.29557
14 1.97089
45 0.292849
34 0.92511
30 0.630225
15 2.08318
5 4.6184
18 1.17696
24 0.470421
17 1.9092
49 1.153
28 0.833064
92 0.198816
40 1.30237
4 4.7864
76 0.191831
67 0.443159
20 0.574644
3 2.60161
22 2.08631
50 0.222352
31 0.619156
16 1.61004
48 0.924741
60 0.199442
79 0.226686
68 0.255396
2 9.04624
10 0.850811
71 0.202434
39 1.60114
1 8.02218
19 1.12112
0 56.0507
12 2.47756
6 4.66022
43 1.07105
54 0.357804
36 1.28569
23 1.22058
9 3.35876
33 0.352937
37 0.840253
56 0.232659
70 0.614216
8 3.44382
7 3.661
29 0.360045
11 2.42779
51 0.395617
14 1.52052
45 0.639829
34 0.879064
30 0.969834
15 2.13725
5 5.24954
18 1.99167
74 0.820238
17 2.1972
92 0.192329
40 0.229805
4 4.82515
20 1.78493
3 6.32598
35 1.74562
50 0.190126
16 1.58364
48 0.862382
60 0.290104
25 0.710177
69 1.63476
2 7.66206
10 5.98587
47 2.72919
39 0.230839
1 8.46947
32 0.192706
19 1.66155
