0 50.1244
66 0.494619
12 1.62142
6 4.23582
43 0.271303
26 0.646789
54 0.899966
36 0.254932
23 1.18377
9 4.06798
37 1.20526
56 0.758577
38 0.419299
8 4.58776
7 1.26443
29 0.455303
11 0.218859
51 0.394648
63 0.87239
83 0.618698
85 0.341139
14 2.19741
94 0.321884
34 0.57239
30 0.327002
15 0.832326
5 3.60215
18 0.280667
17 1.46127
49 1.17489
28 0.922978
87 0.457655
4 5.16149
76 0.214755
3 6.53681
22 0.564994
90 0.184053
50 0.331144
102 0.188155
100 0.205426
21 3.23985
16 1.69088
48 0.611385
13 4.85858
79 0.223916
95 0.286141
68 0.476444
2 9.17646
1 7.58312
32 2.39412
19 1.34793
61 0.571196
0 54.9272
78 0.794906
12 3.51047
6 3.83695
26 1.35584
54 0.342291
36 1.15065
59 0.615287
23 2.97654
9 0.817365
37 0.225003
75 0.632802
56 0.898268
70 0.196115
8 3.07624
7 2.66979
29 0.20018
11 1.70384
51 0.470705
63 0.775026
14 2.02905
45 0.791786
34 0.7908
30 0.449096
5 5.31106
18 0.266516
24 0.272418
17 3.03542
89 0.229786
49 1.65131
28 0.59628
80 0.581473
42 4.89055
76 0.458836
67 0.60264
3 5.38638
22 1.81973
44 0.761814
50 1.02223
84 0.610355
31 1.17044
21 0.737118
16 1.32617
60 0.863172
98 0.221701
68 0.301962
2 9.23269
10 2.90505
71 0.254766
81 0.671073
39 1.18132
1 9.58905
19 1.04232
61 0.19021
0 50.4453
66 0.540681
12 1.93014
6 4.07574
26 1.89305
36 0.395368
59 0.184509
9 3.78521
37 0.514677
56 0.182297
52 3.74508
70 0.504014
8 3.43521
7 3.45758
29 0.269243
11 2.27134
51 0.805023
34 0.633615
30 0.961264
15 1.32172
18 1.32121
24 0.762166
74 0.240067
17 2.04747
65 0.232281
28 1.11564
4 4.46732
76 0.325993
67 0.509626
20 2.4494
3 6.0689
22 1.54803
44 4.53924
50 0.327548
99 0.214341
31 0.714542
21 1.09769
16 2.15552
48 0.741236
13 4.85526
25 2.71029
68 0.187823
2 8.54854
10 3.43283
71 0.380798
47 0.959226
1 10.6034
19 1.24079
0 48.9382
12 0.408771
97 0.249449
6 4.99312
26 0.551402
54 0.952102
36 1.26437
59 1.00355
23 1.20487
9 4.25267
8 3.90185
7 3.07916
